,ready,loadDataHD_ready,onAddDataStart_skybox,onAddDataStart_Plane,onAddDataStart_Weather,onAddDataStart_StreetLight,onAddDataStart_Style,onAddDataStart_guideline,onAddDataStart_lightwave,onAddDataStart_ice,onAddDataStart_water,onAddDataStart_SignalLine,onAddDataStart,HDPanel__addHdMap__pMesh_vp,visible_Filter,cacheCurrent,HDPanel__addHdMap,addHdMap,onAABBchanged_skybox,onAABBchanged_Plane,onAABBchanged_Weather,onAABBchanged_StreetLight,onAABBchanged_Style,onAABBchanged_guideline,onAABBchanged_lightwave,onAABBchanged_ice,onAABBchanged_water,onAABBchanged_SignalLine,onAABBchanged,PainterMgr__addHdMap,QLayerMgr__loadDataHD,loadDataHD,onRender3dPass2_skybox,onRender3dPass2_Plane,onRender3dPass2_Weather,onRender3dPass2_StreetLight,onRender3dPass2_Style,onRender3dPass2_guideline,onRender3dPass2_lightwave,onRender3dPass2_ice,onRender3dPass2_water,onRender3dPass2_SignalLine,onRender3dPass2,skybox,plane,greenBelt,roadbed,zebra,diversion,divider,divider_texture,safetyIsland,renderScene,onRenderPass2Order3_skybox,onRenderPass2Order3_Plane,onRenderPass2Order3_Weather,onRenderPass2Order3_StreetLight,onRenderPass2Order3_Style,onRenderPass2Order3_guideline,onRenderPass2Order3_lightwave,onRenderPass2Order3_ice,onRenderPass2Order3_water,onRenderPass2Order3_SignalLine,onRenderPass2Order3,renderPost,PainterMgr__render,PainterMgr__drawHDMap_render,Anchor,PrimitiveScenedraw,drawCustomElement,renderTransparent,renderTransparentAnchor,RenderScene_,renderHD,render
4557,188,326,10,12,143,19,10,7,6,6,6,7,6,2,156,81,12,265,7,277,32,10,7,9,7,7,6,6,6,9,923,30493,1,21,14,7,156,12,8,8,6,5,7,99,76,79,184,43,17,108,207,18,850,9,6,6,7,8,6,6,7,7,9,9,9,6,1202,7,95,22,18,14,7,1463,66
4558,202,142,8,41,8,6,5,6,5,6,5,6,5,1,156,78,10,258,7,20,8,6,5,5,5,5,7,5,5,7,1807,23879,1,18,13,6,5,5,5,5,5,5,4,87,284,73,353,59,15,95,67,14,1063,9,7,6,6,6,6,6,8,9,13,9,10,13,1255,9,365,28,13,7,5,1773,41
4559,265,52,7,10,7,5,6,5,6,6,5,6,5,1,168,178,9,371,7,15,8,8,6,6,5,4,5,6,4,7,549,15646,1,17,13,5,6,5,6,5,4,6,5,97,126,152,387,64,17,3132,930,77,5012,24,22,22,21,22,21,22,23,21,24,20,19,21,5390,22,433,48,32,22,21,6115,83
4560,1666,56,8,13,9,6,8,6,6,8,6,6,6,2,265,100,15,397,8,20,17,7,7,6,6,7,6,6,98,14,715,18149,2,21,13,8,5,7,6,7,6,6,6,87,74,73,165,40,13,100,67,15,653,8,7,7,7,5,7,6,8,6,8,8,7,6,837,7,306,30,17,8,5,2224,56
4561,185,333,14,92,21,20,19,21,21,20,20,235,27,4,7704,252,13,8004,7,17,9,8,6,7,7,6,6,7,5,7,8652,32947,0,18,14,7,5,7,6,6,6,7,6,72,64,79,163,47,18,97,3101,89,3746,7,6,6,6,5,5,6,6,6,8,6,6,7,3916,6,95,16,15,7,5,4138,54
4562,212,160,18,30,20,21,21,20,19,20,24,22,21,3,3500,496,39,4087,23,45,25,21,21,22,22,21,22,22,19,28,4671,15972,3,85,24,21,20,20,19,19,23,20,20,254,170,172,3184,265,38,2086,337,45,6597,22,20,20,20,20,21,21,22,25,25,20,21,21,7176,23,249,43,32,22,20,8215,79
4563,249,67,9,12,8,7,7,7,6,8,7,6,6,1,222,126,20,458,9,20,16,7,6,6,5,6,5,6,6,8,672,44440,1,17,14,8,6,6,6,6,6,6,6,75,70,72,168,75,19,106,100,102,809,9,6,5,5,6,5,6,7,6,9,13,8,6,988,8,92,22,17,8,7,1213,59
4564,443,110,14,101,25,22,22,21,21,21,22,22,20,3,1232,203,45,1534,30,84,24,26,28,23,21,22,21,20,21,31,2255,30616,2,31,21,21,23,20,20,22,21,20,19,186,519,193,473,115,33,300,203,36,2104,24,23,18,110,28,21,20,25,22,23,22,22,21,2727,22,210,36,29,23,21,3283,76
4565,193,76,9,12,9,6,6,8,6,7,7,7,6,2,155,90,13,274,7,26,10,8,6,7,6,5,7,8,6,7,492,21404,2,98,9,6,7,7,6,6,7,6,5,102,76,82,175,40,13,107,79,15,710,10,7,6,7,6,6,5,8,7,8,8,8,8,969,9,88,21,133,18,177,1611,61
4566,344,95,8,13,9,6,7,7,9,6,6,7,5,2,183,85,9,291,7,21,9,7,7,7,7,8,6,5,5,7,504,22192,1,19,15,7,6,6,6,8,7,6,6,68,61,72,306,1353,27,118,148,43,2220,8,7,6,6,6,6,6,7,6,10,12,6,6,2409,9,96,19,20,8,8,2713,57
4567,230,79,7,9,6,6,5,5,5,5,6,5,6,2,156,81,7,257,6,18,242,13,5,4,7,5,6,6,6,10,677,26514,1,14,11,5,5,5,4,5,6,5,4,90,69,68,157,35,10,96,67,11,620,8,6,6,5,7,5,6,6,7,8,7,7,6,776,7,93,22,16,7,6,1007,52
4568,187,84,8,12,8,7,8,6,6,6,6,6,6,2,159,78,10,266,7,20,9,7,7,5,6,7,7,6,6,8,468,26749,0,18,14,8,6,5,6,5,7,6,6,66,69,65,156,41,21,103,73,17,633,8,8,6,6,6,5,6,6,6,9,6,7,6,808,7,85,22,18,8,6,1025,43
4569,285,117,12,17,8,7,6,81,16,8,5,6,5,2,360,153,25,555,8,29,14,8,7,5,8,7,6,8,9,9,886,20021,2,28,14,8,5,6,6,5,10,6,7,159,86,73,188,40,10,109,70,14,769,9,5,4,5,6,5,8,6,6,10,7,7,6,957,8,96,19,14,8,6,1223,57
4570,256,156,14,34,23,21,20,21,326,25,465,39,25,4,1732,184,33,1997,23,50,23,21,21,22,21,20,20,20,19,25,3349,27150,1,28,22,20,19,20,19,20,21,23,20,209,151,285,376,96,31,233,179,43,1650,27,22,21,21,23,21,20,22,22,23,22,21,21,2171,22,225,35,31,23,20,2771,90
4571,408,80,10,10,9,5,4,7,7,6,5,6,6,1,149,81,9,253,5,19,8,7,6,6,6,7,5,5,5,7,442,19784,0,17,12,6,6,5,6,5,5,6,5,64,58,66,147,36,10,89,353,26,865,6,8,6,5,5,5,6,6,7,7,9,6,5,1026,6,84,17,15,12,6,1227,51
4572,304,71,8,12,9,7,6,7,6,6,7,5,5,1,180,141,28,367,9,21,16,8,6,5,7,6,6,5,8,7,581,21428,1,22,13,8,7,7,6,5,7,6,6,92,75,79,167,50,19,113,89,18,723,169,20,7,7,6,13,6,6,8,53,32,9,8,1163,8,97,21,18,16,10,1418,54
4573,213,85,8,12,8,8,6,7,7,6,7,7,5,1,149,78,10,251,96,24,11,8,6,5,6,6,5,6,6,7,549,24208,1,17,14,7,6,8,7,5,7,6,5,82,65,68,147,39,24,101,72,15,881,16,7,7,6,6,6,5,8,8,8,13,7,7,1074,6,88,21,18,8,8,1301,53
4574,186,100,28,17,7,5,5,6,5,4,5,7,4,1,158,79,10,259,6,54,19,11,6,6,4,5,4,6,4,8,515,21140,1,15,12,6,4,5,6,6,5,6,6,173,70,68,149,36,9,91,406,19,1038,6,8,5,5,5,5,5,6,6,7,10,7,6,1199,6,85,22,16,12,7,1418,47
4575,357,136,14,25,22,20,459,43,24,21,19,23,22,4,5329,213,36,5628,23,49,25,21,21,21,20,20,21,23,20,23,6663,31526,1,31,26,21,20,20,20,20,19,19,21,424,171,168,357,231,35,243,178,34,1890,22,20,20,22,22,20,20,24,23,26,23,28,24,2427,24,226,38,27,22,20,3021,101
4576,240,94,30,28,9,6,6,6,5,7,6,7,6,3,199,160,15,394,7,21,17,9,6,6,7,5,8,7,6,8,691,21995,1,21,15,8,6,7,7,6,6,7,6,99,93,112,185,54,15,112,76,14,780,8,6,9,7,6,6,6,8,8,8,13,8,7,976,8,95,23,19,10,9,1233,54
4577,357,95,8,12,7,6,6,6,5,6,6,5,6,1,156,76,13,260,6,18,10,6,7,5,5,6,6,5,4,8,444,18666,1,52,17,8,6,5,6,4,5,5,5,80,64,65,145,35,9,211,81,14,720,9,6,5,6,6,5,6,5,6,8,8,7,6,924,6,133,21,13,7,5,1176,50
4578,185,80,8,9,6,6,6,6,5,6,6,38,12,2,208,89,11,322,6,17,14,6,6,99,10,6,5,5,4,7,641,25352,1,16,11,5,5,4,4,4,8,5,6,67,61,73,179,214,1222,128,69,10,2038,6,5,5,5,5,5,4,6,1067,19,9,7,6,3267,9,125,19,17,7,6,3523,55
4579,327,243,14,23,21,22,21,21,21,22,22,21,19,3,1169,182,39,1437,22,46,121,28,22,161,29,22,20,21,20,25,2255,23263,1,32,20,23,20,20,20,20,21,19,19,431,173,3254,565,152,33,379,193,35,5259,21,21,23,23,22,22,23,24,25,81,28,36,27,5874,26,259,42,32,23,22,6560,125
4580,438,160,8,12,8,8,6,5,7,5,6,7,5,2,155,87,17,277,7,20,10,8,8,6,5,8,6,6,5,8,488,17850,1,22,14,6,8,6,6,5,6,6,10,98,81,80,164,44,12,184,90,15,800,11,10,6,8,6,6,5,7,7,9,12,8,5,1000,8,101,23,17,8,5,1250,57
4581,260,83,8,17,10,9,7,7,11,9,8,6,7,3,390,81,11,503,8,20,10,9,6,7,6,7,6,6,5,8,791,21108,1,22,14,7,6,6,6,7,5,8,6,104,75,83,170,47,15,304,100,20,938,8,7,7,9,7,6,6,8,8,10,13,7,7,1140,8,95,24,19,11,7,1391,56
4582,376,63,7,12,8,9,6,7,6,7,6,7,6,2,167,120,47,354,9,19,11,8,7,7,6,6,7,7,6,9,567,22407,1,17,11,6,7,6,6,7,6,7,5,81,69,71,157,46,19,105,78,15,661,9,8,5,5,5,6,6,6,6,8,8,7,6,833,7,169,25,18,9,6,1247,74
4583,270,211,15,24,117,25,21,21,20,21,20,22,21,2,3787,281,44,4163,24,49,25,20,20,24,20,19,21,20,20,23,4830,19790,1,32,23,22,20,20,965,218,26,20,21,252,167,165,375,115,34,305,220,36,1784,28,23,23,21,19,20,25,30,22,24,23,23,21,3478,23,229,34,28,22,20,4053,110
4584,375,135,15,23,21,21,21,21,20,20,21,21,20,3,1106,820,189,2178,23,46,22,21,24,19,19,21,20,20,21,24,2734,16597,1,31,22,19,20,20,21,20,20,21,20,208,155,162,355,196,36,336,234,36,1766,22,21,20,20,21,20,21,22,21,23,22,22,20,2281,22,238,36,28,23,20,2877,73
4585,430,152,20,25,22,107,25,22,21,23,20,20,21,3,1549,211,35,1844,26,47,24,20,20,20,21,21,22,20,19,22,2507,25576,1,34,21,19,20,20,20,19,21,20,19,130,137,463,416,108,33,221,185,33,1772,23,21,22,21,21,21,23,24,22,25,19,21,20,2292,22,241,101,33,25,21,2955,93
4586,455,73,7,12,8,7,6,8,7,7,6,6,7,2,391,192,25,626,7,21,14,9,6,6,8,6,6,5,7,7,839,28644,1,19,15,6,6,6,6,6,8,6,6,88,102,81,261,54,21,112,79,16,836,10,8,7,7,7,7,7,8,7,461,29,9,9,2507,14,101,21,19,10,7,2770,55
4587,243,73,8,11,7,8,6,8,6,7,7,7,7,2,149,79,9,252,8,19,8,8,6,7,7,5,6,6,5,7,455,12402,0,17,9,6,5,6,6,6,6,7,5,75,310,91,174,181,28,351,135,20,1387,9,7,7,5,6,6,6,7,6,8,11,7,6,1565,7,134,25,16,8,7,1839,59
4588,210,81,8,12,8,7,6,5,6,6,6,6,5,1,447,109,25,604,9,24,14,9,6,6,7,6,6,6,6,7,813,21730,1,17,14,6,5,6,7,5,6,7,6,83,70,76,155,36,14,97,123,25,699,6,7,6,5,7,7,5,6,6,9,12,7,7,878,7,89,18,18,14,7,1113,58
4589,305,142,11,17,10,9,8,8,6,9,9,8,8,2,319,109,26,474,9,24,11,7,6,6,7,6,6,8,7,8,718,20688,2,51,11,6,6,8,10,10,11,12,16,330,193,124,208,58,17,119,281,28,1390,9,10,6,5,6,6,7,8,7,9,13,8,6,1643,7,263,165,25,9,8,2287,79
4590,282,636,8,13,8,6,7,8,6,7,6,8,8,2,165,88,13,284,8,21,13,7,9,10,75,15,80,14,6060,25,11471,38217,3,20,15,8,7,6,11,16,8,7,6,95,71,77,167,42,14,101,69,21,678,11,7,90,14,11,7,6,7,6,8,11,9,6,986,9,93,23,17,8,6,1245,42
4591,253,95,7,9,7,6,5,6,6,5,5,6,5,1,153,78,9,252,7,17,8,7,5,5,6,5,5,5,6,8,430,21571,1,16,12,6,5,4,5,6,5,5,5,67,58,62,144,36,11,90,67,10,562,8,7,6,5,5,5,5,6,6,7,5,8,5,719,6,77,18,14,7,6,912,50
4592,282,135,15,24,22,22,20,20,20,22,21,21,20,2,1128,3504,51,4729,23,48,23,21,20,19,20,21,19,21,20,23,5289,26553,1,28,21,20,20,19,19,21,20,19,18,217,157,227,363,92,27,239,297,41,1712,29,23,20,20,20,278,38,28,24,24,19,19,19,2501,21,337,38,35,25,20,3206,102
4593,394,67,7,11,7,6,7,5,6,5,6,6,6,1,146,74,9,245,6,21,9,7,6,6,6,6,77,14,6,10,524,11318,1,17,14,7,6,6,6,6,6,5,5,75,67,66,146,42,14,91,66,15,601,10,7,6,6,6,5,7,6,7,8,9,8,6,779,7,81,19,16,10,6,996,49
4594,697,140,13,23,20,21,23,21,20,21,21,19,20,3,1127,520,62,1758,22,49,23,20,20,20,22,20,967,778,100,39,4118,43152,2,30,25,22,22,19,21,20,21,20,21,196,154,164,523,198,40,492,203,35,2048,22,23,22,20,22,20,21,25,23,25,20,20,21,2577,24,224,34,27,23,20,3168,95
4595,417,55,7,9,6,6,5,5,7,5,5,5,5,1,142,80,11,249,7,17,9,5,5,5,5,5,6,6,5,7,419,15097,0,14,12,6,5,5,5,4,5,5,5,85,68,65,149,32,10,88,62,11,589,8,6,4,5,6,4,5,6,5,7,8,6,5,736,8,77,18,16,7,11,936,58
4596,192,127,13,26,21,21,20,22,22,21,22,19,19,2,2046,208,44,2348,23,51,22,21,19,19,21,20,22,21,22,25,2918,25140,2,36,22,23,23,20,22,21,19,20,20,215,180,180,384,122,31,231,174,35,1604,27,21,21,378,26,21,20,31,26,28,21,25,24,2533,29,394,35,29,21,20,3312,105
4597,592,131,15,24,21,20,19,20,20,23,24,21,20,3,1116,167,34,1367,21,47,22,20,20,20,19,22,19,19,21,24,1925,18155,1,30,20,20,21,20,20,22,20,20,20,197,147,158,351,4264,61,305,178,174,5880,23,22,127,27,21,21,21,22,22,26,20,21,20,6512,23,247,38,30,22,21,7117,99
4598,1860,137,17,26,22,22,21,20,19,21,20,22,20,3,1197,198,42,1489,21,46,27,21,20,20,20,20,22,20,22,24,2056,13231,1,31,22,23,21,20,20,19,19,19,19,210,303,303,402,243,36,493,248,40,2336,27,25,23,25,28,24,20,21,24,27,21,26,25,2891,26,294,43,34,22,20,3568,107
4599,417,143,16,24,21,20,20,20,25,21,22,21,19,2,1217,172,44,1480,23,45,23,20,19,237,25,21,21,20,20,28,2266,52962,2,157,26,21,20,20,21,20,23,21,21,181,151,162,364,114,35,231,178,32,1493,25,22,85,23,24,22,71,33,24,25,21,22,20,2285,22,224,38,31,21,22,2961,83
4600,243,103,8,14,8,7,7,6,7,7,6,8,6,2,187,82,14,299,6,22,11,190,15,7,5,6,7,6,6,10,713,14046,1,18,14,7,6,7,6,6,5,7,6,92,79,82,163,38,65,127,86,19,772,9,6,49,21,9,6,7,8,7,9,15,9,6,1026,9,104,29,19,10,8,1294,59
4601,2269,73,8,11,6,6,6,6,6,5,6,7,5,1,256,152,52,477,7,21,13,7,6,7,6,6,5,6,5,7,672,53548,1,16,12,5,6,5,5,5,6,6,6,70,64,140,164,48,13,100,67,11,693,9,7,5,7,5,6,6,6,6,8,7,6,7,857,7,90,18,15,13,8,1074,57
4602,461,50,7,9,8,6,5,5,6,6,5,8,5,1,146,94,12,266,7,19,8,6,5,5,6,5,5,5,4,9,445,34671,0,15,11,6,4,4,7,6,5,4,5,79,64,230,344,58,17,125,74,14,1108,22,7,5,5,7,6,5,8,102,14,1398,181,9,2956,11,115,19,18,8,5,3208,38
4603,208,120,8,12,8,7,6,6,6,6,6,8,5,1,172,91,16,296,6,22,12,7,6,6,5,6,6,6,7,8,504,21442,1,18,15,6,6,6,6,7,6,6,5,85,74,79,737,61,16,106,76,21,1273,8,5,5,7,6,6,7,7,6,10,11,8,6,1456,8,94,21,19,8,6,1756,55
4604,263,83,9,33,10,5,6,6,5,6,5,7,5,1,199,110,18,342,7,20,9,8,7,6,5,7,5,5,5,8,559,19913,1,15,13,6,7,7,5,6,6,5,5,114,165,80,176,42,14,1129,125,15,1877,8,7,5,6,5,6,6,7,7,85,15,6,6,2131,10,99,20,16,7,5,2369,45
4605,316,74,9,11,8,8,6,7,9,7,6,6,6,2,154,75,9,255,6,20,8,7,7,7,6,5,6,5,5,8,459,15051,0,20,15,7,8,7,5,5,5,6,5,75,66,71,150,44,14,171,391,32,1035,10,7,6,6,7,7,6,8,7,9,12,7,7,1225,8,100,20,18,9,7,1461,314
4606,263,137,7,13,9,7,6,7,6,6,7,7,6,2,232,161,14,526,9,21,15,9,6,6,6,7,6,7,6,8,743,22252,1,22,15,7,7,7,7,6,8,8,6,73,74,76,182,42,14,98,70,13,662,10,140,18,7,7,6,7,8,7,9,11,8,7,1010,8,95,23,17,9,8,1265,52
4607,211,69,8,13,8,6,6,6,7,5,6,8,5,1,176,87,13,293,6,19,9,7,7,6,6,7,6,5,6,8,496,23784,0,19,10,7,5,6,5,6,6,6,7,94,75,171,188,52,16,114,70,12,811,9,6,6,6,6,5,7,7,7,8,8,8,6,984,8,98,22,22,9,7,1233,59
4608,981,56,9,12,10,9,6,6,6,7,5,5,7,1,184,122,27,350,9,24,13,9,8,6,7,7,6,6,6,8,572,24254,1,19,16,7,6,6,6,6,7,7,6,107,79,83,313,64,23,117,77,19,903,10,8,6,6,6,6,6,7,6,8,9,8,6,1090,8,87,20,19,16,8,1327,61
4609,217,103,11,14,9,10,7,7,8,6,6,8,6,2,270,103,11,401,7,19,119,12,8,6,6,7,6,5,5,8,740,11285,1,17,13,7,7,6,6,5,5,6,6,69,128,78,161,121,23,105,71,18,795,9,8,6,5,6,6,6,8,6,10,9,7,6,974,7,88,19,19,9,7,1194,55
4610,212,81,7,9,6,6,5,5,6,6,6,5,5,1,143,74,13,243,5,19,8,5,5,6,5,6,5,6,5,7,416,25557,1,18,12,6,6,5,6,4,6,5,5,84,60,66,193,46,10,142,116,13,746,339,16,9,6,6,6,5,7,6,7,10,6,7,1256,6,90,2916,23,8,6,4370,38
4611,1100,1174,8,10,9,7,6,6,7,6,6,6,5,2,201,81,10,308,6,198,41,11,16,17,11,6,5,15,8,8,761,14279,1,18,9,6,5,5,5,6,5,6,5,90,66,67,144,39,10,89,79,14,614,11,7,6,6,7,6,6,8,6,9,8,7,7,788,7,114,35,20,7,7,1096,49
4612,192,141,8,14,8,7,6,6,5,6,7,7,6,1,180,83,10,289,7,25,9,7,6,6,8,6,6,7,6,7,503,22563,1,21,14,6,6,6,5,7,6,6,5,72,74,75,254,656,23,117,83,16,1391,10,9,7,6,5,6,6,7,7,8,9,6,6,1573,9,534,33,20,12,9,2260,43
4613,224,123,8,13,8,6,6,6,7,5,6,8,7,2,153,87,26,285,8,22,13,9,7,8,7,7,7,6,6,8,509,21849,1,33,16,7,6,6,6,5,6,8,5,82,166,151,171,93,25,108,701,37,1563,9,6,6,8,6,6,6,8,7,8,13,8,7,1768,7,137,29,20,9,6,2063,50
4614,307,204,19,19,14,11,8,8,12,8,10,8,11,3,237,94,15,369,9,20,10,8,6,5,6,6,6,7,6,7,645,33141,1,19,15,8,5,6,6,6,5,7,7,88,75,73,213,58,18,104,73,21,748,9,7,6,5,8,6,5,7,7,8,8,7,8,932,7,101,21,18,16,8,1196,56
4615,210,86,8,23,10,6,94,17,13,7,6,6,6,2,487,102,13,618,7,20,15,8,6,6,6,5,7,6,6,8,1036,27414,1,18,14,6,6,6,6,6,7,6,6,89,76,142,1504,91,21,117,77,13,2150,10,8,6,6,6,8,5,8,8,8,8,8,8,2337,7,99,21,18,9,8,2589,53
4616,219,73,8,45,237,14,8,7,7,6,6,6,7,2,162,79,10,267,7,21,8,9,7,6,5,6,7,5,6,10,748,14846,1,23,15,7,7,7,7,6,7,59,17,70,69,71,155,249,16,103,69,13,837,8,7,7,6,5,8,6,7,6,8,8,7,6,1089,6,154,24,17,7,6,1387,224
4617,214,61,6,11,7,7,7,6,6,6,6,6,5,1,202,88,10,314,6,21,14,7,6,6,5,5,6,6,5,7,511,18901,1,18,16,7,6,6,6,6,7,7,6,88,64,75,156,41,14,101,71,15,646,9,7,6,6,7,8,6,7,7,8,8,6,7,831,6,78,19,17,8,6,1037,52
4618,208,80,7,253,17,14,7,6,7,6,7,7,6,2,419,376,50,872,11,25,11,8,7,7,6,5,8,56,15,11,1416,30744,1,20,15,7,6,6,5,7,8,6,6,193,90,106,231,61,18,107,600,36,1469,10,7,8,7,6,7,5,7,8,10,14,9,7,1668,10,131,26,20,16,8,1985,42
4619,332,78,9,12,9,8,6,7,7,6,7,5,6,1,191,83,11,301,6,26,10,7,7,7,8,5,7,5,7,7,518,15744,1,129,25,7,7,6,6,7,6,6,8,98,77,91,193,48,17,122,391,30,1086,7,7,7,6,6,5,7,7,7,8,8,7,8,1391,8,111,28,22,10,6,1727,68
4620,277,72,8,12,8,8,6,6,7,6,6,7,6,1,173,80,19,288,8,25,10,7,6,7,5,6,6,8,6,9,498,16837,1,19,14,6,6,5,7,6,7,6,6,89,69,74,156,43,15,100,430,128,1130,8,6,6,5,7,8,6,8,7,8,12,7,7,1315,8,97,20,17,8,7,1553,57
4621,201,138,13,23,21,21,20,20,20,22,83,24,22,3,2710,218,36,3016,23,47,21,21,20,22,21,20,19,21,20,24,3639,25725,1,107,25,21,23,20,19,21,21,19,20,200,162,159,421,113,30,224,172,34,1559,24,23,20,23,20,20,20,22,128,24,22,21,22,2271,22,235,40,30,24,21,2883,92
4622,272,116,11,16,10,8,7,6,7,12,10,6,5,1,216,86,13,332,7,19,11,8,6,9,9,6,7,7,6,9,571,16516,1,21,13,6,6,6,7,8,6,6,6,87,219,88,182,43,14,109,87,14,864,11,7,6,7,8,11,8,7,7,8,10,9,8,1066,7,103,26,19,17,11,1329,974
4623,266,68,7,10,6,6,5,6,5,5,5,6,5,1,141,74,7,235,6,16,6,6,5,5,5,5,6,5,4,7,401,12610,0,17,11,5,4,5,5,5,7,6,6,80,59,80,153,36,11,88,58,10,590,8,7,6,5,6,5,5,6,7,6,7,6,5,749,7,76,19,15,7,5,940,50
4624,263,78,8,11,8,6,6,5,7,5,5,6,5,1,153,85,12,265,6,20,10,6,6,6,6,5,6,6,7,7,462,25735,1,25,12,330,16,9,5,6,7,6,6,89,72,78,176,1824,44,163,83,16,2565,10,6,5,5,6,6,5,7,5,10,7,8,6,3081,7,97,17,15,7,5,4001,36
4625,203,74,8,10,7,7,6,7,6,7,5,6,6,1,152,83,10,258,5,18,8,7,6,7,7,5,6,5,7,9,452,26875,0,19,11,5,5,4,6,6,6,6,6,72,68,66,141,37,10,97,61,11,578,8,6,6,6,5,6,5,6,5,9,6,6,6,738,6,78,17,17,8,5,941,48
4626,197,64,7,12,9,8,7,7,6,8,6,8,6,1,186,213,36,459,8,22,14,9,5,7,7,6,5,7,6,8,677,11636,1,17,13,6,8,6,5,8,6,6,5,283,287,99,179,46,19,109,75,15,1133,11,7,6,7,6,7,6,9,6,9,7,6,7,1317,7,104,20,19,14,7,1578,123
4627,189,258,8,12,7,6,5,5,5,4,6,6,5,2,256,91,10,426,5,19,12,6,6,6,5,5,5,5,5,10,642,26265,1,14,12,6,6,5,6,5,4,5,6,84,64,198,170,43,11,95,64,13,760,10,6,115,19,5,5,564,43,16,10,88,17,11,1747,7,120,19,16,10,7,2006,55
4628,204,124,14,23,20,20,19,19,197,32,23,20,392,3,1909,184,31,2193,21,50,22,19,20,20,21,20,20,20,19,23,3299,26553,2,35,21,20,20,19,20,19,20,20,20,144,141,154,345,106,30,215,167,33,1376,22,21,19,19,19,18,23,22,20,21,19,20,19,1878,30,191,35,26,21,21,2547,79
4629,341,136,28,28,26,27,25,21,22,22,22,23,21,4,2395,278,37,2764,21,41,855,46,22,23,21,21,20,24,20,34,4239,35606,2,33,22,20,19,21,22,21,21,20,20,163,163,161,456,113,31,239,180,36,1587,22,21,20,21,20,24,20,23,21,27,20,24,25,2122,23,2394,100,34,25,21,4945,103
4630,255,74,11,12,8,7,6,5,5,6,5,6,7,1,227,144,10,395,5,17,7,6,7,6,5,7,6,5,5,6,583,18267,1,15,13,6,5,5,5,5,5,6,5,74,65,72,160,40,11,102,75,13,628,8,5,5,5,5,5,46,22,11,9,10,8,5,850,7,99,21,18,8,6,1129,344
4631,250,77,9,10,9,7,7,7,6,6,6,6,6,1,145,83,10,255,6,21,9,6,7,6,6,5,7,5,7,8,455,29520,1,20,14,7,6,7,6,7,6,6,5,153,90,140,375,59,19,98,518,24,1499,8,7,7,6,5,7,6,8,6,8,12,8,7,1687,8,92,20,17,9,7,1914,57
4632,217,79,8,13,7,6,7,6,6,6,7,6,6,1,168,79,11,276,7,21,9,6,6,6,6,6,6,5,5,8,478,21312,2,29,8,6,7,6,6,6,7,7,6,90,73,77,174,44,14,102,75,14,683,9,6,6,6,7,7,7,7,7,9,8,7,6,871,9,92,22,18,8,6,1301,56
4633,328,277,8,12,59,18,8,8,6,6,5,7,5,2,287,97,13,413,7,22,15,8,8,6,6,5,6,6,5,8,685,22236,0,19,14,7,6,6,6,6,6,7,253,77,75,73,273,54,13,108,82,16,814,10,7,5,7,6,11,6,12,11,9,8,9,6,1259,9,99,21,19,15,6,1502,62
4634,157,141,7,11,9,7,6,7,93,10,7,8,6,2,175,80,10,282,7,20,9,7,6,5,5,5,5,6,7,6,579,23543,1,18,13,7,7,6,6,6,7,7,5,89,73,78,157,38,12,102,69,12,648,10,7,6,7,5,6,6,6,6,8,8,6,6,828,7,146,30,16,10,6,1126,52
4635,254,94,8,12,9,7,6,6,6,6,7,6,6,1,353,101,13,484,7,23,105,18,8,275,17,8,7,6,6,11,1086,35065,1,18,14,7,5,6,7,8,7,6,5,105,72,101,333,48,13,99,69,12,873,9,7,7,8,6,6,6,6,91,375,14,9,6,1518,8,98,21,18,9,6,1768,43
4636,150,54,8,11,8,7,7,6,6,6,6,7,6,1,163,87,9,274,7,20,10,7,7,7,6,5,6,5,5,8,474,17781,1,112,23,9,6,5,6,7,6,5,6,91,73,74,150,35,13,96,65,12,625,11,8,6,7,6,6,5,6,7,8,7,7,6,910,8,79,19,17,8,7,1122,175
4637,7854,57,7,10,7,7,5,6,5,6,7,6,6,1,152,84,11,261,6,20,10,7,5,6,5,6,5,5,6,8,448,18469,1,19,12,6,6,5,5,5,5,7,6,84,63,64,143,36,13,3697,137,16,4271,7,5,7,6,6,6,6,8,6,7,10,6,6,4440,6,89,15,15,11,5,4654,52
4638,183,87,8,8,7,5,5,5,7,5,6,5,6,2,770,110,9,905,7,22,13,7,6,6,6,7,6,5,6,6,1093,25132,1,16,13,7,5,6,5,6,5,5,5,84,63,61,194,53,12,88,59,9,640,8,5,6,6,5,6,5,6,5,7,6,6,5,797,7,83,17,14,7,5,1015,114
4639,217,68,9,23,8,8,8,7,7,6,6,6,7,2,226,99,13,353,8,125,19,8,7,7,5,6,6,9,7,117,871,17641,1,19,83,16,8,7,5,5,6,6,8,70,382,80,213,172,21,107,68,12,1148,9,8,7,7,8,5,6,7,6,8,50,17,7,1468,8,94,25,19,10,42,1888,53
4640,218,76,8,11,8,7,7,7,6,7,64,15,7,1,266,142,16,442,7,21,13,9,7,8,6,6,7,7,6,9,723,16518,1,20,18,7,8,6,7,7,6,7,6,95,172,86,203,88,24,192,100,20,1002,8,5,5,7,5,8,6,6,6,8,11,6,8,1258,9,93,20,20,15,6,1507,147
